id,lang,title,year,embedding_x,embedding_y,cluster
BV038466887,ger,Ein unbekanntes Pariser Ruinenbild von P. A. Demachy,1969,122,228,-1
BV037929555,ita,Vincenzo Onofri in S. Petronio,1991,85,-1373,-1
BV038169392,ita,Il trattato bilingue di Alessandro Galilei,1991,245,421,-1
BV037859166,ita,"Leonardo filosofo, artista, uomo",1952,-24,108,-1
BV012669182,eng,Deviant behavior,1979-,822,-240,-1
BV038267854,ger,Die Aufbauprinzipien von L. B. Albertis De re aedificatoria,1990,-208,-674,-1
BV021762499,eng,Picasso's collection of African & Oceanic art,2006,650,-650,-1
BV008302100,ger,Historismus,1993,-147,36,-1
BV038151429,ita,La cultura del luogo,1999,159,192,-1
BV043792706,eng,Sicily and the Enlightenment,[2016],-257,-96,-1
BV037969343,ita,Il Liberty in alcuni edifici della miniera del Siele,2005,404,289,-1
BV038178141,eng,Wrestling with Francis Bacon,2001,883,84,3
BV020043103,ger,Brill's New Pauly,2005-,772,-313,-1
BV038184923,fre,Les Hieroglyphica (1556) de Pierio Valeriano,2000,-552,72,-1
BV044309726,ita,Vedute di Orïente,[2015],-441,-397,-1
BV038412521,ger,Ottavio Bertotti Scamozzi und die Rezeption palladianischer Bautypologie im Veneto des 18. Jahrhunderts,1980,-147,253,-1
BV036076689,ger,Zwischen Ideal und Wirklichkeit,2010,650,48,-1
BV043349139,ita,Il salto di San Crimo,[2015],-147,542,-1
BV006147123,fre,Les lectures liturgiques et leurs livres,1992,-208,0,-1
BV038014715,eng,Food for the mind,2002,-245,180,-1
BV047727721,ger,Friede ...,1919,-257,-457,-1
BV038299384,ita,"Una pala, un disegno",1992,-699,289,-1
BV035018540,ger,"Exercitia oder Geists-Erneuerung für Personen aller Stände, weltliche und geistliche",1758,380,-120,7
BV037571992,ita,Tito Chini,2002,110,578,-1
BV037953089,ita,Per la diffusione del giottismo nelle Venezie e in Friuli,1971,-282,722,0
BV038661836,fre,Une ancienne cuisine à l'abbaye de Fontgombault (Indre),1954,134,-96,-1
BV021569048,ger,Journal of consumer protection and food safety,2006-,576,-265,-1
BV007752021,ita,Antoniazzo Romano,1992,-404,843,0
BV038560831,ita,Una necropoli altomedioevale a Corviano (Bomarzo) ed il problema delle sepolture a 'logette' lungo le sponde mediterranee,1976,-1006,-710,-1
BV038018397,eng,Poussin and the ethics of imitation,2007,134,-24,-1
BV038642161,ger,Empfindliches Gleichgewicht,1988,36,1349,-1
BV038342613,ger,Festbeleuchtungsanlagen in der Stadt Zürich,1980,429,-289,-1
BV038187339,spa,Método para la restauración de planchas calcográficas de cinc mediante la técnica de plasmo frío,2001,245,-469,-1
BV038048593,ita,La collezione di stampe vestite Falletti di Barolo,1995,-233,-96,9
BV045004270,ita,Per Simone Martini pittore,2017,-380,-192,-1
BV043697480,ita,"La Cavallerizza alla Porta Nuova, dall'ingresso all'Ala Grande all'ultima frivolezza del duca Ferdinando Carlo a Casale",2016,-466,277,-1
BV038342308,ita,Un capolavoro giovanile del Tintoretto nel Museo Civico di Padova,[1954?],993,-192,-1
BV037973856,ita,Due opere fiorentine del Trecento e la devozione a Tobia,1997,331,168,-1
BV021261629,ita,Argenti del Nord,2005,723,-337,-1
BV044184365,ger,Antonio Maria Zanettis Varie pitture a fresco,2015,-490,204,-1
BV038241485,ita,"Basilica, Domus ecclesiae e aula teodoriane di Aquileia",1982,809,-638,-1
BV038269504,ita,Eucaristia,1994,588,301,-1
BV038763175,ita,Lingua e società nella Roma rinascimentale,1999,588,-494,2
BV041945893,eng,Sculptor's signatures and the construction of identity in the Italian Renaissance,2013,-453,168,-1
BV038471375,ger,Hans Vredeman de Vries-Ornament,1968,527,48,7
BV038691771,ita,"[Rezension von:] Venturini, Lisa: Francesco Botticini. - Firenze : Edifir, 1994",1995,601,457,-1
BV038205793,ita,Federigo e Licinio Cappelli tipografi ed editori in Rocca San Casciano,2001,-159,-337,-1
BV039922916,ita,Cinema e pittura,2011,-282,843,0
BV037952830,ita,In vico ecclesiae Sancti Iohannis de Campulo,2004,552,650,-1
BV001942788,ger,Essen,1937,429,337,-1
BV037969566,ita,Novità sulla presenza dei Sandrart a Roma,2005,490,-662,2
BV038540008,ger,Die bulgarische Grafik,1957,343,397,-1
BV044183238,ita,La collezione Giacomini,[2016],392,-373,-1
BV038578759,ger,Der Schatzfund aus der Judengasse,1980,134,337,-1
BV038499266,ita,Le arti figurative,1980,1055,421,-1
BV038331647,ger,Neue Aspekte frühmittelalterlicher Skulptur in Gallien,1971,-404,144,4
BV037718022,eng,The disguises of Harlequin,1956,12,-409,-1
BV035497346,eng,Since 1950,2009,-184,-506,-1
BV038486227,rus,Raskopki vo Pskove v 1978 godu,1980,-257,168,-1
BV041583942,ita,Intramoenia Extrart - castelli di Puglia,2008,-73,-12,-1
BV038578255,eng,The Goncourts and Italy,1984,-147,-204,-1
BV038007339,ger,ZERO in Berlin,2006,404,313,-1
BV044287958,ita,Le virtù di Griselda,2017,503,481,-1
BV037950870,ita,Un inedito archetto medievale iscritto dal Foro Romano,2003,-36,-240,9
BV047717381,ger,Georg Hertings Duve-Brunnen in Hannover,1917,687,228,-1
BV038396793,fre,Portraits par Jean Clouet,1953,1030,879,-1
BV038156201,ita,Il viaggio marchigiano del giovane Crespi e un imprevedibile caso di malversazione falsaria,2000,-417,204,4
BV038304574,ita,Conformismo ed eccentricità in Giulio Romano come artista di corte,1991,711,373,-1
BV037632519,ita,Al centro del labirinto,2005,331,-48,7
BV037619029,ita,Artena,2004,490,951,-1
BV037700750,ita,Architettura e bonifiche,1999,-343,-638,-1
BV042589253,ita,La Trinità del Borgognone e una nuova versione dell'Apparizione di Gesù Bambino a Sant'Antonio da Padova di Luca Giordano,2014,-429,843,0
BV038896344,ita,"Le vedute di Roma, Le carceri, pesto ed altre opere nelle incisioni di G. B. Piranesi",1977,515,156,7
BV011713780,eng,I Balbi,1997,-233,96,-1
BV040545126,ita,Su L'unione feconda di Vertumno e Pomona della Galerie Gismondi,2011,196,445,5
BV038088412,ita,L' edilizia residenziale di Libera negli anni '30,2008,601,-530,2
BV038411648,ger,Christus und seine Bildnisse,1963,-306,433,-1
BV038570653,ger,St. Margarethen in Lana,1974,282,96,6
BV046701826,eng,Truth and fiction,[2020],368,253,6
BV038163202,ita,Torri e case discoperte,1989,368,-373,-1
BV038168472,ita,Scarpitta story I,1998,12,168,-1
BV038337488,fre,Ensemble de vitraux Modern Style de la collégiale de Fribourg,1985,245,-36,-1
BV023401445,ger,Die Kunst des Barock,2008,171,831,-1
BV037707487,ita,Il sistema fortificato a difesa del territorio della comunità di Livorno,1999,-343,253,-1
BV038527680,ger,Kölns Galerie am Rhein erinnert an Heinrich Davringhausen,1971,208,48,-1
BV038456794,eng,"Patrons and scribes indicated in Syriac manuscripts, 411 to 800 AD",1982,993,1108,-1
BV038248318,ita,L' insediamento dei Mendicanti a Firenze,1982,453,-72,7
BV038549130,ger,Der Zeichner Paul Holz,1955,552,-481,2
BV046809721,ita,Uomo di penna e di pennello,[2020],907,-36,-1
BV038778110,ger,Geschichte der bildenden Kunst in Deutschland,2007,-993,144,-1
BV038616517,ger,Alan Davie,1973,355,337,6
BV047946390,ita,L'éloquence du visage entre Orient et Occident,2022,871,-96,-1
BV037692152,ita,Alba Gonzales,1985,233,-216,-1
BV037659174,ita,Pittura oggi in Toscana,1982,-503,747,0
BV044200509,eng,Caravaggism,2017,-380,747,0
BV043461745,eng,Giacometti,2016,503,-72,7
BV037567010,ita,Balest,[2000],503,433,-1
BV011091061,ger,Le fontane di Roma,1996,490,-735,-1
BV038952009,ita,Umanesimo e mondo della salute,2001,134,771,-1
BV023276110,eng,"Arnheim, Gestalt, and art",2005,208,-120,-1
BV035554346,eng,In and out of the marital bed,2010,233,240,-1
BV038467367,ger,Farbe als Lebensraum,1981,257,409,-1
BV038059222,ger,Ah pro dolor! Quam multa sunt! Et quam pretiosa!,2008,785,12,3
BV038488103,ger,Balsamkrüge für Riga,1985,-98,-373,-1
BV037698852,ita,Leonardo Avella,1985,-85,-192,-1
BV038447078,eng,Tatlin's Monument to the Third International as a symbol of Revolution,1987,-233,144,-1
BV038655625,ita,L' esposizione internazionale d'arte in Venezia,1901,515,373,-1
BV000959172,lat,Ruperti Tuitiensis De gloria et honore filii hominis super Mattheum,1979,269,-204,-1
BV047762413,fre,Revue musicale,1885,441,-686,2
BV019396570,ger,Bild - Bildwahrnehmung - Bildverarbeitung,2004,-73,518,-1
BV038643427,fre,L' Europe a perdu son unité,1968,343,735,-1
BV037746128,ger,Osservazioni sulla biografia di Leone III nel Liber pontificalis,1923,576,-1132,-1
BV038487876,ita,Un' opera di Camillo Camilliani nel territorio di Mascali,1956,-196,-349,-1
BV045448285,ita,La nobiltà di Seggio napoletana e il riuso politico dell'Antico tra Quattro e Cinquecento,[2019],1030,397,-1
BV038653373,ita,Un itinerario nel manierismo italiano,1971,-73,-542,-1
BV046672535,eng,Agents' abilities,[2020],331,289,6
BV044272491,ita,Lo sviluppo urbanistico di Fondi nel Medioevo,2016,564,-253,-1
BV038168657,eng,Monumental mockery,2001,12,674,-1
BV038509990,fre,Problèmes d'urbanisme des cimetières,1969,220,-518,-1
BV038191027,ger,Wasserschloss Glatt als Kultur- und Museumszentrum,2002,-355,481,-1
BV037968637,ger,Das Erzengelbild des Neri di Bicci aus der Kirche S. Spirito,1931,85,674,-1
BV044668503,eng,Large-scale mines and local-level politics,[2017],-147,-710,-1
BV047828116,ita,Roma: nuove rovine e nuove ecologie,2021,441,-156,-1
BV038098923,eng,Chemical substances in newly constructed showcases,2007,-380,891,0
BV046937029,ger,Das Spektakel der Auktion,[2020],-98,-397,-1
BV025285971,pol,Stefano della Bella,2001,-257,-216,-1
BV038950938,ita,Marcantonio Flaminio,1981,748,-24,3
BV038197545,ita,Storia iconografico-illustrativa della Cappella Scrovegni,2002,736,-132,3
BV038179205,eng,Material investigation and restoration project for the majolica altar of S. Cristina in Bolsena (Central Italy),1995,-73,-301,-1
BV037677332,ita,6a Biennale Libro d'Artista,2009,-12,-144,9
BV047762817,fre,"Isabelle d'Este et les artistes de son temps, 1, Les origines, ses tendances, ses portraits",1895,208,722,5
BV038404275,ger,Die deutsche Form des romanischen Stils,1956,-993,120,-1
BV040467478,ita,La parola si fece immagine e fu donna,2012,12,-120,8
BV047084417,ita,Lo scavo di vicolo delle Orsoline a Trento ed altre novità dall'area urbana,2019,-12,168,-1
BV038157782,ita,Sull'altare delle Sacre Catene e sulla tomba di Nicola Cusano in San Pietro in Vincoli,2000,-466,253,4
BV038395652,eng,Sophisticated cranes,1974,-638,60,-1
BV037929752,ita,Personaggi celebri in viaggio attraverso l'Italia,1992,576,-289,-1
BV038063256,ita,"Museo Egiziano nel Castello Sforzesco di Milano, architetto Cesare Volpiano",1974,73,-1361,-1
BV037972831,eng,For instruction and betterment,1996,-49,397,-1
BV037710279,ita,Luciano Chinese,2007,772,409,-1
BV035819309,ita,Storia di Subbiano,2009,588,228,-1
BV042291050,spa,Andrea Sansovino en España,1998,527,867,1
BV037657574,fre,La mort de Brutus de Pierre-Narcisse Guérin,1996,85,-96,8
BV037589420,ger,Südtirol,2002,196,590,5
BV038599284,ger,Martin Disler,1987,171,-277,-1
BV035093637,ger,Festungskrieg im Hochgebirge,2008,257,-168,-1
BV002665726,ger,Kunst in Hessen und am Mittelrhein,1962-,269,855,-1
BV038593156,spa,Precisiones y nuevas obras de Pedro Bolduque,1975,490,204,-1
BV038514919,fre,"L' Autel roman, dédié à Saint-Benoît en 1108, à Saint-Benoît sur Loire, et son environnement",1982,110,168,-1
BV047748745,eng,Tentatio Christi,1991,-392,108,4
BV047418722,ger,"Medien der Sorge, Techniken des Selbst",2021,269,518,5
BV037709487,ita,Festa è Festa,2002,687,445,-1
BV038654639,fre,Les portraits de l'Impératrice Isabelle de Portugal,1979,73,1313,-1
BV038207779,ita,Un' Athèna per Carlo d'Angiò,2002,-73,-132,-1
BV038053058,ita,Due ignoti pittori dell '500 affini allo ZT,2007,-441,951,0
BV037959742,ita,La memoria dell'Impero,2005,-134,-96,-1
BV039981784,eng,"[Rezension von:] The story of Irish museums : 1790 - 2000 ; culture, identity and education / Marie Bourke. - 1. publ., Cork : Cork Univ. Press, 2011",2012,-184,48,9
BV038639131,ger,Der Kult des hl. Bernward von Hildesheim im Mittelalter und in der frühen Neuzeit,1993,282,-72,-1
BV038566048,fre,Louis Francia - un profil perdu,1988,-650,72,-1
BV038107100,ita,Problematiche ambientali delle pitture murali storiche nella tutela dell'espressione della materia pittorica,1997,343,1265,-1
BV038876313,ita,Il gruppo di Scicli,1999,331,843,-1
BV037625916,ita,Il Castello di Coriano,2004,417,-84,7
BV038140510,ita,Villa Donini alla Longara,1998,552,192,-1
BV038314184,und,Uznání Josefu Mánesovi za výzdobu pamětní knihy obce Karlínské,1954,0,277,-1
BV047074868,ita,Il Papa a Santo Spirito,1932,736,-349,-1
BV037573842,fre,D'un monde à l'autre,2001,233,650,5
BV041713758,eng,Between empires,2007,711,-12,3
BV035551588,eng,Studies in the history of gardens & designed landscapes,1998-,245,36,6
BV038269739,eng,Preliminary remarks on the sources of the Apostle series of Rubens and van Dyck,1983,404,120,-1
BV039915638,ita,Girolamo Induno,2011,515,-590,2
BV003026474,spa,Les ordres monastiques et religieux au Moyen Âge,1970,638,831,1
BV038604083,ger,Fritz Stuckenberg-Ausstellung,1973,196,-156,-1
BV008988514,eng,The heritage of Apelles,1976,-110,554,-1
BV037954922,eng,Recycling Radegund,2004,61,48,-1
BV038322227,hrv,Bokanićev ninski oltar,1956,466,-277,-1
BV037642138,ita,Le Sale delle Belle Arti,1998,503,72,7
BV047956254,eng,The science and technology of particle accelerators,2021,638,373,-1
BV038202806,fre,Entretien avec Michel François,2002,355,-120,-1
BV038370883,ger,Neuerwerbungen für das Suermondt-Ludwig-Museum,[1979?],417,518,-1
BV037834170,ita,Masaccio,1958,-331,481,-1
BV037784843,ita,Studio elementare degli ordini di architettura,1820,858,-108,-1
BV045432893,ita,Una galassia seminata di stelle,luglio 2018,184,626,5
BV037569455,ita,Daniela Carati,2000,355,96,-1
BV007077402,fre,L' Abbaye de Fontenay et l'architecture Cistercienne,1913,-12,72,-1
BV038500083,ita,I disegni di Giovanni Carlo Bevilacqua del Museo Correr,1973,858,108,-1
BV000923475,ger,Europa im Mittelalter,1951,871,48,3
BV038137338,ger,"Kleine Hilfsmittel und Modifikationen eines zwar talentvollen, aber nicht sehr unterrichteten Experimentators",1999,650,722,-1
BV038064385,ita,"La romanité romantica di Waldemar George, spigolando tra gli scritti del crociato dell'umanesimo e dell'italianisme",2008,404,-578,-1
BV037975657,eng,Female architectural patronage in the eighteenth century and the case of Henrietta Cavendish Holles Harley,2005,-957,-879,-1
BV038037876,ita,Schede brevi dell'attività restaurativa 1969 - 70 ai monumenti della Provincia di Pistoia,1971,-527,-361,-1
BV037740393,ger,Kunstschutz in den von Deutschland besetzten Gebieten 1939 - 1945,1958,748,24,3
BV048499165,fre,De Charles VII à Louis XII,2021,-503,795,0
BV037889454,ita,Catalogo della IV Mostra Nazionale Premio del Fiorino,1953,343,1289,-1
BV038863259,ger,"65 Zeichnungen vor 1900, dabei die schönsten Neuerwerbungen 1984",1984,-184,-313,8
BV038486503,eng,Genoese Settecento decoration by the Casa Piola,1978,-368,735,0
BV013257430,ger,Atelierdarstellungen im 18. und 19. Jahrhundert,2000,576,-433,-1
BV021314061,ger,Geologische Rundschau,1910-1999,453,602,-1
BV036589043,ita,Atlante della letteratura italiana,2011,110,-168,-1
BV037973798,eng,Three newly acquired illuminated initials from the Beaupré antiphonary (W.915),2004,0,12,9
BV038645874,spa,"Santa Maria de Iguácel, su construcción y la inscripción conmemorativa de ésta",1972,-122,325,-1
BV037965558,ger,Verstreutes zur romanischen Skulptur in Frankreich,1998,85,24,-1
BV038464713,spa,Cuatro documentos relativos a Alonso Cano,1973,-257,457,-1
BV045511724,eng,Mythodologies,2018,98,710,-1
BV037958089,ita,La macchina di Santa Rosa,2004,638,469,-1
BV038163311,ger,Braucht Potsdam keine Baudenkmale?,2001,920,72,-1
BV038334361,ger,Zwei Bozzetti von Fidelis Sporer im Württembergischen Landesmuseum Stuttgart,1983,662,84,-1
BV035347438,ger,Sehnsucht und Wirklichkeit,2009,-380,698,0
BV047770097,ger,Spitzenkunst,1911,772,24,3
BV038166950,ita,Un' ordine disordinato,2000,61,-168,-1
BV038429544,ger,Toulouse-Lautrec,1988,184,457,5
BV038295131,ita,Raimondo D'Aronco ed il palazzo municipale di Udine,1983,723,-361,-1
BV037984465,ita,"Note a margine della Breve cronistoria di don Salvetti, parocco di Demo",2005,625,-192,-1
BV039651641,ita,Il restauro della Pala Bottigella di Vincenzo Foppa,2011,748,-96,3
BV038041489,ita,La pieve di S. Donato presso Cittadella,1975,588,759,1
BV038630792,fre,Les origines de la sculpture romane sont-elles lointaines ou proches?,1978,564,-132,-1
BV038623045,ita,Donatello e le porte della cattedrale di Liome,1908,-233,-120,-1
BV038318143,ita,Le tavolette di Tomaso da Villaco nel Museo di Bolzano,1948,171,-566,-1
BV042175796,ger,Ganz große Kunst,2014,-61,385,-1
BV006297724,ger,Der Liber de arboribus und Columella,1972,1079,686,-1
BV038423975,hun,"Az Art Nouveau (Jugendstil, Secessio) nyugat-európai kialakulása",1967,343,614,-1
BV038166267,ita,La collezione di Antonio Bovio (1676 - 1738) tra palazzo senatorio e villa Carlina a Castenaso,2000,257,722,5
BV009524351,eng,"Medieval codicology, iconography, literature, and translation",1994,184,578,5
BV038120361,ita,Un modello di Angelo de Rossi per la statua di Alessandro VIII Ottoboni in San Pietro,1959,-319,469,-1
BV038355925,fre,Les halles et le beffroi de Bruges,1962,-12,-939,-1
BV038390048,ger,Melchior Berris Villa Ehinger in Münchenstein und ihre Datierung,1969,944,-168,-1
BV037706855,ita,I sensi e le virtù,2000,-355,747,0
BV038199403,ita,La città di Potenza in età moderna,2001,61,481,-1
BV037694977,ita,Sulle orme dei Templari,1998,-49,-397,-1
BV037960183,fre,La langue de l'artiste cosmopolite,2004,-883,373,-1
BV037661107,eng,"The Virgin, saints and angels",2006,-171,421,-1
BV044210730,ita,Studi vari per il cinquantennio,2015,588,325,-1
BV038488897,ita,Sant'Antonio di Padova nel culto liturgico della Chiesa,1979,625,72,-1
BV047845861,ita,Governare con la parola,2021,797,313,-1
BV038578296,eng,Tancred Borenius,1978,-134,554,-1
BV038514673,fre,"Leo van Puyvelde, le professeur et le conservateur",1949,515,518,-1
BV038313698,ger,Kurt Lehmann,1959,858,-132,-1
BV038531826,rus,Čenstochovskaja ikona Bogomateri kak pamjatnik vizantijsko-russko-pol'skich svjazej,1972,552,48,7
BV043790665,spa,El Apóstol está presente,[2015],208,-554,-1
BV012678949,eng,Linguistic inquiry,1970-,-895,337,-1
BV037702375,ita,Chiesa di San Pietro in Vicenza,1997,650,506,-1
BV042929284,ita,Il ritrovamento di una perizia di Pietro Toesca sul reliquiario dei santi Cipriano e Giustina,2015,527,-506,2
BV038073185,spa,La imposibilidad del amor en el tríptico de Wong Kar-Wai,2008,306,-144,-1
BV038866214,ita,Aurea templa,1976,503,-602,2
BV040440446,ita,L'edizione del 1678 della Felsina Pittrice di Carlo Cesare Malvasia,2012,294,518,5
BV014335660,eng,Frederick II,2002,-36,-72,9
BV038267884,ita,Materiali e tecniche costruttive ne L' Architetto Prattico di Giovanni Biagio Amico,1987,294,373,-1
BV037691068,fre,Naturalia et mirabilia,1998,73,445,-1
BV039923129,ita,Proposta per una estetica teologica nell'icona di San Giorgio,2010,-220,-710,-1
BV038402424,ita,Medardo Rosso,1956,-343,494,-1
BV038559978,fre,Examen et restauration du retable tyrolien de l'Adoration des Mages de 1496,1993,576,-48,-1
BV042171642,eng,Essays on the history of moral philosophy,c2010,-49,638,-1
BV038031459,ger,Rudolf Steiners farbige Tafelzeichnungen zu seinen Vorträgen,2007,-24,12,9
BV038486352,ger,Die Wiener Manufaktur Friedrich Goldscheider,1973,-453,-1349,-1
BV000459933,ita,Le icone della collezione classense di Ravenna,1982,564,855,1
BV038094996,ita,L' iconografia del demonio,1996,-245,-325,-1
BV038209304,dut,"Johan Meerman (1753 - 1815), impressie van een Grand Tourist in hart en nieren",2002,85,-313,-1
BV038445683,rus,Sad ljubvi Karelja fan Mandera,1963,233,72,6
BV038900416,ita,Storia dell'Accademia Platonica di Firenze,1902,-404,433,-1
BV047762954,fre,"La décoration et les industries d'art, 3",1901,12,-72,9
BV038298808,ita,Considerazioni su documenti inediti relativi al soggiorno lombardo del Caravaggio,1995,539,132,7
BV045314359,ita,L'artista procreatore,[2018],171,759,5
BV037585959,ita,Marino Marini,1982,331,385,-1
BV002654281,ger,Das Wort-Bild in Dada und Surrealismus,1990,-257,-481,-1
BV038015329,ger,[...] voll von den vollendeten Werken unserer blühenden deutschen Vorzeit - Denkmalpflege als patriotische Aufgabe in der ersten Hälfte des 19. Jahrhunderts,2007,-36,24,9
BV038077537,rus,Vnov' opredelennaja keramika Sentonža XVII veka,1991,-1165,554,-1
BV038963806,ger,Landshut,1981,-269,-204,-1
BV009232421,ger,Spielzeug und Spiele der Kinder im klassischen Altertum,1971,245,132,-1
BV038204879,ger,Die Dynamik der Auferstehung,2002,-220,-494,-1
BV039792527,eng,A history of the Popes,2010,736,1192,-1
BV025245913,ita,L' arte di Bisanzio e l'Italia al tempo dei Paleologi 1261 - 1453,1999,269,638,5
BV038102223,ger,Berlin - Bad Freienwalde,2009,564,-156,-1
BV046291634,ita,Il cibo nella Napoli del Quattrocento,2018,-380,-409,-1
BV042069733,ita,Due presunti ritratti di Pierfrancesco Borgherini dipinti da Sebastiano del Piombo a Roma,2014,478,-144,-1
BV012817326,eng,Clinical biochemistry,1967-,-147,879,-1
BV038645244,fre,Les devants d'autel peints de Catalogne,1974,-441,903,0
BV024298250,ita,L'Italia vista dai pittori francesi del XVIII e XIX secolo,1961,-981,1072,-1
BV038612514,eng,Royal and ducal palaces in France in the fourteenth and fifteenth centuries,1994,-760,-12,-1
BV020044618,ita,La ca' di Dio di Padova nel Quattrocento,2005,-85,-289,-1
BV037621492,ita,Trittico vimercatese,2002,-368,421,-1
BV037681184,ita,Guida al museo di Palazzo Poggi,2010,282,-96,-1
BV037979230,eng,Three portraits by John de Critz for the Merchant Taylor's Company,2005,-920,-722,-1
BV038357496,eng,"Vermeer, judgment and truth",1984,417,-156,-1
BV038648032,ita,La basilica a cupola come tempio celeste,1951,-282,-72,-1
BV044364498,eng,The adoration of the Magi according to Fra Angelico (ill. 13),2017,846,-313,-1
BV037707320,fre,A la recherche de la cité idéale,2000,-1263,-626,-1
BV037811087,ger,Die Jesuitenkirche in Solothurn,1987,466,156,7
BV047726487,ger,Vom Flächen-Ornament,1917,760,469,-1
BV038019910,ita,Buon compleanno Pecci,1998,466,12,-1
BV038193697,fre,Causes et conditions de l'exécution de bozzetti dans la peinture romaine du XVIIe siècle,2002,331,-216,-1
BV037887777,ita,Cassoni italiani,1983,-147,-108,-1
BV038698042,ger,"[Rezension von:] Francesco Bianchini (1662 - 1729) und die europäische gelehrte Welt um 1700. - Berlin : Akademie Verlag, 2005 // Sölch, Brigitte: Francesco Bianchini (1662 - 1729) und die Anfänge öffentlicher Museen in Rom. - München : Deutscher Kunstverlag, 2007",2008,380,216,-1
BV037964828,fre,Architecture en fragments et réalité imaginaire,2004,-1251,-783,-1
BV038104758,ita,Il tema progettuale e le sue variazioni,2010,-331,120,-1
BV038503228,ita,Due momenti dell'attività di G. B. Cignaroli,1966,539,108,7
BV038250360,ita,"Vita di Salvator Rosa napoletano, pittore e poeta che morì nell'anno 1673",1733,-343,108,-1
BV038148335,ita,Pellegrino da San Daniele tra '400 e maniera moderna,1999,380,530,-1
BV005533066,eng,Cloister design and monastic reform in Toulouse,1992,110,722,-1
BV047399111,ita,Arte ambientale,2020,-404,-240,-1
BV037684467,ita,Opere d'arte restaurate nella provincia di Trapani 1999 - 2003,2004,24,-84,9
BV038014910,eng,Depicting national identities in New Deal America and Fascist Italy,2007,-319,710,0
BV038376186,dut,Het portret van Erard de la Marck door Jan Cornelisz. Vermeyen,1963,0,-469,-1
BV038113086,ita,Sostenibilità e conservazione di fronte al mito dell'efficienza energetica,2010,613,-566,-1
BV046028914,ita,Tra casa e bottega,[2019],539,-542,2
BV002560036,fre,Mélanges de l'Ecole Française de Rome,1971-,527,168,7
BV043191676,ita,Biennale Milano,2015,269,783,5
BV047752481,fre,"Van der Meer de Delft, [3]",1866,61,240,-1
BV038311911,ger,Grosse Gauguin-Ausstellung in London,1955,723,24,-1
BV038371301,fre,"Vitraux provenant de la Sainte-Chapelle, récemment découverts",1973,196,156,-1
BV038118019,eng,Arras College Library Leuven,2010,98,108,-1
BV038339384,ger,Die Schönheit des Schöpferischen,1972,-110,481,-1
BV047740345,ger,Welcher Gegenstand ist kunstgewerblich? [3],1904,-527,-313,-1
BV038672927,ger,Die Stadt als Spiel-Raum,2002,0,638,-1
BV038502197,spa,Algunas obras inéditas y nuevas consideraciones en torno a Collantes,1962,-441,-301,-1
BV038611157,ger,Das Panorama der Passion Christi in Altötting,1980,515,84,7
BV040644781,ger,Schönheit und Geheimnis,2013,-993,168,-1
BV041655826,fre,Maniérisme et littérature,2014,85,-48,8
BV047573163,fre,Éducation esthétique et émancipation,[2021],245,662,5
BV037559805,fre,La Querelle des anciens et des modernes,2001,601,240,-1
BV043807177,eng,Rescuing from oblivion,2016,748,-265,-1
BV037947690,ita,Testimonianze figurative templari a Roma e nel Lazio meridionale,2004,576,-457,-1
BV043358608,ger,"Der viel gedacht, und viel geschrieben",2015,-24,-60,9
BV038063243,ita,"Aleardo Monaci, il pittore contadino della Val d'Orcia",2008,539,-132,-1
BV038959027,ita,Scultura senese del Quattrocento,1970,159,-96,-1
BV038324244,ger,Das Berliner Kunstgewerbemuseum,[1975],674,216,-1
BV038948551,ita,Filosofia e pittura nel Novecento,1998,-319,831,0
BV038464886,ita,Appunti per la storia della cattedra eburnea di Ravenna,1954,36,-289,8
BV020036107,eng,The book of nature in antiquity and the Middle Ages,2005,294,253,6
BV037948130,ger,... nicht überall ist Sanssouci,2004,-36,48,-1
BV037780988,ita,"Notizie storiche sopra due dipinti di Raffaello d'Urbino, riguardati da molto tempo come perduti ed ora esistenti in Roma in Via delle Quattro Fontane n92A., presso P. Casali",1856,134,481,-1
BV044519239,eng,The column of Marcus Aurelius,2012,85,602,-1
BV038026838,ger,Wohnen im Geviert,2007,613,759,1
BV025118924,fre,"Graveurs, artistes & hommes de science",1996,-527,289,-1
BV038794278,ger,Christian Daniel Rauch,1891,-110,-433,-1
BV038356395,spa,Algunas novedades sobre Juan de Anchieta en el IV centenario de su muerte,[1989?],564,-12,-1
BV038644580,ita,"Ciro Ferri, G. B. Gaulli e la cupola della chiesa di S. Agnese in piazza Navona",1959,1116,192,-1
BV044428563,ita,Il museo paleocristiano a Monastero di Aquileia,2017,527,-120,-1
BV038207464,ita,Su alcuni disegni veneti del Cinquecento a Genova e altrove,2002 -,-380,771,0
BV038212298,fre,L' Escalade sur la médaille ou l'Escalade sans médaille,2003,73,638,-1
BV038162339,ger,Bibliotheken als Ordnung des Wissens (16. - 18. Jahrhundert),2000,-319,204,-1
BV046063652,eng,Devotional cross-roads,2019,760,228,-1
BV037991586,eng,Picturing past politics,2005,110,48,-1
BV038430622,ger,Ein reiches schöpferisches Leben,1966,-576,-313,-1
BV037656596,ita,Carte cielesti,1985,-478,674,0
BV019722687,eng,Annual review of clinical psychology,2005-,662,373,-1
BV019751945,spa,La fábrica de las ilusiones,2004,638,277,-1
BV016475903,ita,"Santa Maria Maggiore, la Cattedrale di Barletta",2001,171,36,-1
BV040633596,ita,Un museo nel museo,2010,920,168,-1
